WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (7.11057447511234 47.5086749065609)","6358",COMMUNE,La Côte,RECHESY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400253,Non Seveso
"POINT (7.01227905013287 47.6600222803318)","6359",PROLOGIS FRANCE L,Aéroparc,FONTAINE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800098,Non Seveso
"POINT (7.0893213028283 47.519527539399)","6428",EARL DU GROS CHENE,"9, rue Chapperette - CIDEX  766",COURTELEVANT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000011,
"POINT (6.94872851949501 47.5628000345771)","6429",GAEC FLOTAT,1 RUE DE BREBOTTE,FROIDEFONTAINE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000028,
"POINT (6.99536058997264 47.5412744024227)","6430",EARL GRABER THIERRY,FERME DE LA CHEFFERIE DU HAUT - 61 rue de Boron,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000030,
"POINT (6.99946558417914 47.6716642373994)","6431",LOEWERT JEAN-JACQUES,1 chemin  des Isles,LARIVIERE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000034,
"POINT (7.10420775095199 47.5375088874506)","6432",GAEC COLIN,CIDEX 741 - RUE DU CIMETIERE,LEPUIX NEUF,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000035,
"POINT (7.11555777542759 47.5099861474572)","6433",GAEC WALLAT,27 rue de Traversiere - CIDEX  28,RECHESY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000041,
"POINT (7.02548554699883 47.6639028328502)","6434",EARL DE LA LOUTRE,"- 2, place de l'église",REPPE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000043,
"POINT (6.96786862660691 47.5345619974167)","6435",BOUCHERIE HUGUENIN,17 rue Leclerc,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906123,
"POINT (6.96786862660691 47.5345619974167)","6436",CARTONNAGE DU CHATEAU,1 route de Fêche l'Eglise,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906487,
"POINT (7.03581275367537 47.5238456715586)","6453",BARREY Daniel,1 rue des Près,FAVEROIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906283,
"POINT (7.07933384640937 47.564917953669)","6455",TRANSPORTS TOUS TRAVAUX VERNY (ex TTT),Sous la Vie de l'Ege,SUARCE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800128,
"POINT (7.08713102519653 47.5610034023276)","6458",MENUISERIE GILLET,51 rue principale,SUARCE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303189,
"POINT (6.99696260122814 47.5080695150139)","6459",FISCHER,75 FG DE BELFORT,DELLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303420,
"POINT (6.96786862660691 47.5345619974167)","6460",TOP GARAGE AUTO CONTACT,35 Route de Delle,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303426,
"POINT (6.96786862660691 47.5345619974167)","6461",POINT S,36 Rue du Lieutenant Rusconi,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303430,
"POINT (6.96786862660691 47.5345619974167)","6467",AUTO PLUS SERVICES,17 RUE PIERRE DE COUBERTIN,GRANDVILLARS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303422,
"POINT (7.00841563019673 47.5384014914691)","6468",JONCHEREY AUTO CASSE (Auto Casse DEMTAS),Route d'Alsace,JONCHEREY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400209,Non Seveso
"POINT (7.01263348852449 47.5064849964569)","6473",EUROCAST,8 rue des Parcs - BP 9,Delle,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901398,Non Seveso
"POINT (7.00739295884786 47.6560713458816)","6475",CICE (ex SATE),Aéroparc - B.P. 4,FONTAINE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400155,Non Seveso
"POINT (7.00722767664627 47.6586636030769)","6476",PLASTIC OMNIUM AUTO EXTERIEUR,ZA Aéroparc de Fontaine,Fontaine,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902076,Non Seveso
"POINT (7.01556247170118 47.5697369836637)","6477",CAR'CASSE,1 RUE DU BOIS DES TAILLES,VELLESCOT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906658,
"POINT (6.98050467283882 47.5346446734204)","6484",LISI AUTOMOTIVE FORMER Prépa Matière,"4, rue Juvénal Viellard",Grandvillars,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901430,Non Seveso
"POINT (7.00503108952594 47.6535748055228)","6485",GRAND BELFORT,Rue de l'Aéroparc,Fontaine,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303151,Non Seveso
"POINT (7.00438523545628 47.6053795171529)","6489",TRANSPORTS TOUS TRAVAUX SAS,1 rue des hauts vergers,Montreux-Château,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902039,Non Seveso
"POINT (7.00400528597449 47.6505727742606)","6496",COMAFRANC,ZA aéroparc de Fontaine,Fontaine,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303093,Non Seveso
"POINT (7.00470773110591 47.6553072819779)","6497",ADLER FRANCE,Aéroparc,Fontaine,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800010,Non Seveso
"POINT (6.68992007286155 47.6901140564899)","6499",STPI (ISDI),La Grande Baisse et Petit Monfeux,Champagney,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302614,Non Seveso
"POINT (6.93159433260992 47.6812950880278)","6500",SCE (ex COLAS NORD-EST),Agence Belfort Montbéliard - Route Départementale 83,EGUENIGUE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901913,Non Seveso
"POINT (6.57062180326985 47.7510859721376)","6501",JEANDEL AUTOS (GARAGE SA),25 route de Lure,MELISEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901223,Non Seveso
"POINT (6.56778353352424 47.7503977240024)","6502",LISI AUTOMOTIVE FORMER,9 Route de Lure,MELISEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901224,Non Seveso
"POINT (6.93234776853257 47.6784850370636)","6503",GESAB,RN 83,EGUENIGUE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901410,Non Seveso
"POINT (6.95127335263873 47.7224376575774)","6504",SICTOM,"Lieu-dit Vers le finage du Val - Parcelles OA n° 434, 435 et 439 (+Parcelle(pp) OA 409 sur Romagny)",ANJOUTEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904511,Non Seveso
"POINT (6.84402834494172 47.6862995585692)","6505",GRAND BELFORT,Le Haut du Mont - Section B - parcelle n° 432,SERMAMAGNY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904591,Non Seveso
"POINT (6.67251176511075 47.7618437887474)","6506",DILGER Erika,la Combotte,FRESSE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000917,
"POINT (6.68224718118004 47.6928249573118)","6507",COMMUN. DE COMMUNES RAHIN ET CHERIMONT,Le Theurey,CHAMPAGNEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906332,Non Seveso
"POINT (6.74084582227542 47.7195731056597)","6508",CARRIERE SAUVAGE (Plancher Bas/Marconot),"Lieux-dits Bois du Beugnet, Le Rougemont - Aux Prés de la Grange, Etang de Normie",PLANCHER BAS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903293,Non Seveso
"POINT (6.61081234164692 47.6958286516584)","6509",GADRIOT JEAN,,RONCHAMP,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901253,Non Seveso
"POINT (6.51022229641144 47.6708457409281)","6510",COMMUNAUTE DE COMMUNES DU PAYS DE LURE,Lieu-Dit Bois de Question,ST GERMAIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901263,Non Seveso
"POINT (6.68992007286155 47.6901140564899)","6511",CARRIERE SAUVAGE (Champagney/Perney),Lieu-dit Eboulet - exploité par MCC PERNEY de Roye,CHAMPAGNEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903855,Non Seveso
"POINT (6.61569782516851 47.7294653731477)","6512",STPI (Saint Barthélemy),Lieu-dit Fouilles sous le Mont de Vannes,ST BARTHELEMY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901879,Non Seveso
"POINT (6.68992007286155 47.6901140564899)","6513",CARRIERE SAUVAGE (Champagney/Epoisses),Ancien terril des Epoisses,CHAMPAGNEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903786,Non Seveso
"POINT (6.73613796872577 47.7223187016199)","6514",TISON Albert,19 Chemin Rupt des Gouttes,PLANCHER BAS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012700023,Non Seveso
"POINT (6.49090304892297 47.6815694210427)","6515",FAURECIA SIEGES AUTOMOBILES SA,"17, Rue de la Métairie",LURE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901194,Non Seveso
"POINT (6.57711246099463 47.7154793378108)","6516",LABRUDE Maurice,"3, Rue des Vosges",MALBOUHANS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901217,Non Seveso
"POINT (6.58147078565472 47.7538807559356)","6517",SICTOM,,MELISEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901222,Non Seveso
"POINT (6.73664903519988 47.7181844935918)","6518",CHAPUIS JEAN ETS,3 rue du 20 novembre 1944,PLANCHER BAS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901235,Non Seveso
"POINT (6.74190321792203 47.7619791997498)","6519",DIANO-DAFFI Société,5 rue du Pont du Var,PLANCHER LES MINES,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901240,Non Seveso
"POINT (6.93173779344711 47.7015039418813)","6520",MAUFFREY,,ANJOUTEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901321,Non Seveso
"POINT (6.82366134373926 47.7390794899666)","6521",SOPHIAL SAS (CTAA) CARPHI,17 rue des Prés Heyd,GIROMAGNY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901424,Non Seveso
"POINT (6.84128049922515 47.7325908555851)","6522",SCHWALM PAUL,Avenue du général De Gaulle,ROUGEGOUTTE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901454,Non Seveso
"POINT (6.85079475598569 47.6802102865411)","6523",THOMAS ET HARISSON,Rue Oscar Ehret,VALDOIE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901470,Non Seveso
"POINT (6.84670158729419 47.6754518905303)","6524",ETS 90 (ex SDI VALDOIE),10 rue Oscar Ehret,VALDOIE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901471,Non Seveso
"POINT (6.51452229631534 47.6796180725674)","6525",BELLEFLEUR SABLIERES (Lure),Lieu-dit Aux Foultères et Combe Elion,LURE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901841,Non Seveso
"POINT (6.612598508317 47.6765096926222)","6526",BOISSEAUX EST,Lieu-dit Puits Arthur de Buyer,MAGNY DANIGON,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901847,Non Seveso
"POINT (6.69194613313895 47.6821838133047)","6527",TRANSPORTS TOUS TRAVAUX ET VOIRIE (TTTV),Les Raverottes,CHAMPAGNEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906333,Non Seveso
"POINT (6.44862079850281 47.7503668401264)","6528",COMMUNE DE FRANCHEVELLE,Lieu-dit Champs du Bevalot,FRANCHEVELLE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906338,Non Seveso
"POINT (6.46743143214051 47.6919624088059)","6529",APL Enrobage,Z.I. Tertre de Landry,LURE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903243,Non Seveso
"POINT (6.51842927217861 47.6801942414718)","6530",GDFC,Lieux-dits Aux Foultères Combe Elion,LURE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903604,Non Seveso
"POINT (6.70031758967445 47.7055087676541)","6531",GESTAMP RONCHAMP SAS,5 rue des Croix,CHAMPAGNEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903605,Non Seveso
"POINT (6.63398306745588 47.6972279261831)","6532",SCIERIE NOLOT,"18, Rue du stade",RONCHAMP,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901249,Non Seveso
"POINT (6.46847229318568 47.6931928419653)","6533",VIRTUOBOIS SAS (ex SCIERIE SIMEC),ZI du Tertre Landry,LURE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012200037,Non Seveso
"POINT (6.55348892206817 47.6549595395575)","6534",DEPANNAGE 70,BP 47,FROTEY LES LURE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012200040,Non Seveso
"POINT (6.53709757423095 47.7252738127513)","6535",J3A AUTO (ex. casse auto jeandel),"38, rue des Vosges",ST GERMAIN,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902128,Non Seveso
"POINT (6.47141623572287 47.6617794159223)","6536",FAURECIA,17 rue de la Forge - BP 69,MAGNY VERNOIS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901214,Seveso seuil bas
"POINT (6.48599169203741 47.6758327959579)","6537",VETOQUINOL SA,34 Rue Chêne Ste-Anne,MAGNY VERNOIS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901215,Non Seveso
"POINT (6.57009931395181 47.6835553906452)","6538",KNAUF FIBRE SAS,14 route de Palante,La Côte,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901120,Non Seveso
"POINT (6.46715844573968 47.6933038990973)","6539",SOCIETE DE BETON INDUSTRIEL (SBI),Z.I. du Tertre Landry - Rue Jean Monnet,LURE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904410,Non Seveso
"POINT (6.51862570355734 47.6827651057493)","6540",SYTEVOM,Z.I. Aux Cloyes - 3 rue des Tilleuls,LURE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904615,Non Seveso
"POINT (6.89995668537609 47.6698470929165)","6541",THIBAUT Gilbert,,VETRIGNE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400301,Non Seveso
"POINT (6.52445361232824 47.6758681938384)","6542",ORSA GRANULATS FRANCHE COMTE (Sablière),Sablière Lure Vouhenans,LURE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901190,Non Seveso
"POINT (6.74084582227542 47.7195731056597)","6543",FAIVRE / TRITRE,,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906482,
"POINT (6.68992007286155 47.6901140564899)","6544",DALVAL Denis,25 Chemin de la Rougevie,CHAMPAGNEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300387,
"POINT (6.50004020722637 47.682152008195)","6545",KOCH ETS,7 rue Antoine Boisson,LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301567,
"POINT (6.51433422060593 47.6804075735135)","6546",DEPANNAGE 70 SA (ex MCC PERNEY),BP 47,FROTEY LES LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301603,
"POINT (6.52195955898186 47.7219016272823)","6547",STATION-SERVICE TOTAL,Route des Vosges,ST GERMAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301684,
"POINT (6.35139488567234 47.6582034038599)","6548",ANIM FLASH PRODUCTION,2 route du Chauffour,POMOY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302134,
"POINT (6.73467298960746 47.7537853744445)","6549",ARN FONDERIE (ex SERERO),56 Rue Pasteur,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901237,
"POINT (6.74184287330637 47.7620712342557)","6550",KIBROS USINE A,69 rue Louis Pasteur,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901239,
"POINT (6.72584203943559 47.7083833728537)","6551",SERMA ELECTROMECANIQUE COMPOSITES,1 rue de la Libération,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904318,
"POINT (6.41889908042613 47.6944371947569)","6552",BOCHET (EARL le),1 Route d'Amblans,BOUHANS LES LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000140,
"POINT (6.29222053490064 47.6854707589098)","6553",GRANDMOUGIN (GAEC),,CREVENEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000299,
"POINT (6.37950542879668 47.6739972293152)","6554",JEANROY Thierry & Jérôme (GAEC),3 RUE DE LA NIOTTE,GENEVREUILLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000414,
"POINT (6.74084582227542 47.7195731056597)","6555",VILLER Gérald - AGV Terrassement,,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906521,
